Timestamp,Node_ID,Source_ID,Demand_kWh,Supply_kWh,Cost_per_kWh,Line_Loss_%
2,N1,Solar,146.0,441.76,0.087,4.18
7,N7,Solar,79.38,200.8,0.096,6.65
11,N7,Hydro,183.37,338.56,0.055,8.46
6,N7,Wind,180.82,146.7,0.068,6.29
14,N9,Solar,284.14,223.34,0.093,8.11
21,N9,Wind,111.95,114.54,0.066,7.83
16,N6,Hydro,99.92,248.51,0.06,7.8
20,N6,Wind,78.31,262.55,0.089,6.33
12,N8,Solar,254.59,168.67,0.09,7.54
13,N8,Hydro,188.97,379.81,0.056,3.11
19,N1,Solar,216.44,309.87,0.082,4.7
15,N5,Hydro,276.72,334.95,0.043,5.6
21,N5,Hydro,239.09,417.65,0.06,9.16
2,N7,Solar,116.92,264.24,0.095,9.17
2,N6,Hydro,221.43,443.59,0.044,8.92
20,N6,Hydro,130.15,171.33,0.05,5.34
10,N5,Wind,112.8,228.23,0.068,4.37
9,N6,Wind,193.07,276.74,0.081,7.97
21,N5,Wind,273.38,402.72,0.08,7.96
22,N3,Solar,88.0,152.13,0.067,8.46
23,N1,Hydro,111.59,125.3,0.045,8.87
11,N9,Wind,208.45,201.28,0.093,6.22
6,N1,Solar,213.86,193.28,0.093,4.47
15,N7,Solar,223.53,106.45,0.069,4.81
12,N8,Wind,185.87,129.09,0.107,3.74
0,N9,Solar,219.26,421.28,0.078,7.93
4,N8,Hydro,215.47,242.21,0.072,4.36
19,N4,Solar,192.8,398.16,0.069,4.42
2,N4,Hydro,164.84,427.19,0.077,6.36
10,N1,Solar,215.37,461.31,0.055,3.86
16,N10,Solar,227.23,429.5,0.093,5.32
2,N5,Wind,72.33,275.11,0.074,4.33
21,N5,Solar,243.07,130.21,0.091,5.42
7,N4,Wind,199.02,135.86,0.08,2.72
9,N1,Hydro,290.39,422.9,0.058,3.79
19,N4,Solar,283.36,237.84,0.058,6.51
6,N10,Solar,285.94,101.53,0.062,9.51
2,N2,Solar,92.77,145.3,0.079,8.89
2,N4,Wind,169.28,497.83,0.101,2.59
22,N8,Wind,298.21,263.16,0.077,6.46
15,N6,Wind,126.08,134.58,0.06,5.6
14,N5,Solar,259.22,328.93,0.1,4.29
23,N8,Wind,120.11,163.9,0.07,4.28
14,N8,Wind,248.21,462.3,0.119,3.86
6,N3,Solar,270.32,231.3,0.056,8.96
4,N9,Hydro,209.03,165.89,0.057,4.3
14,N1,Hydro,234.2,281.37,0.08,2.44
12,N4,Wind,138.75,292.76,0.09,4.53
0,N2,Solar,232.31,449.9,0.097,8.44
18,N1,Solar,262.65,320.22,0.091,4.43
1,N6,Wind,149.62,226.77,0.088,4.28
22,N4,Hydro,290.4,225.14,0.044,6.21
3,N4,Wind,64.27,144.22,0.073,5.71
18,N1,Solar,158.31,419.88,0.087,5.41
6,N8,Solar,133.43,226.59,0.089,2.42
6,N6,Wind,53.21,418.22,0.089,3.05
19,N8,Wind,108.89,473.0,0.112,7.68
6,N5,Wind,170.56,308.13,0.119,9.73
10,N8,Solar,103.82,424.44,0.06,3.71
23,N8,Solar,219.02,262.0,0.097,2.71
21,N7,Solar,177.88,467.41,0.095,3.25
8,N9,Wind,141.66,347.65,0.07,9.74
14,N10,Wind,278.69,166.78,0.067,2.68
4,N5,Hydro,277.36,177.45,0.057,5.59
9,N1,Solar,199.75,128.69,0.061,9.45
11,N4,Solar,277.1,412.52,0.051,4.62
12,N7,Wind,206.99,210.08,0.115,7.07
6,N10,Solar,67.98,463.6,0.098,2.62
17,N9,Hydro,183.09,221.35,0.056,3.44
11,N4,Solar,194.52,483.19,0.075,2.66
16,N1,Hydro,205.0,236.09,0.074,5.48
17,N7,Wind,98.21,176.44,0.106,4.12
18,N8,Solar,241.81,182.35,0.066,5.72
15,N8,Solar,285.8,472.69,0.06,4.87
8,N5,Hydro,87.35,303.99,0.058,9.21
18,N5,Hydro,282.5,253.43,0.06,9.17
5,N8,Solar,251.68,101.46,0.066,5.37
14,N10,Solar,107.43,179.83,0.052,7.15
6,N2,Solar,115.63,120.94,0.062,8.42
14,N1,Hydro,262.87,293.23,0.057,9.82
14,N9,Solar,100.14,186.14,0.065,3.38
23,N2,Solar,144.84,464.33,0.081,5.3
4,N4,Wind,283.6,119.39,0.073,6.53
20,N7,Solar,203.89,115.82,0.07,7.19
17,N6,Hydro,224.52,355.26,0.053,2.75
18,N2,Wind,156.78,151.5,0.117,5.8
4,N6,Solar,129.31,406.52,0.075,4.48
17,N10,Hydro,252.99,446.86,0.067,2.38
11,N2,Wind,191.58,405.32,0.068,3.83
3,N2,Solar,270.62,108.05,0.088,5.79
16,N7,Hydro,161.69,102.84,0.073,4.88
3,N2,Solar,185.19,370.92,0.085,9.65
11,N1,Wind,182.83,259.89,0.117,7.14
14,N5,Wind,124.54,150.59,0.111,4.9
12,N2,Wind,215.12,288.33,0.072,6.81
11,N5,Wind,65.17,265.34,0.093,5.49
9,N2,Solar,237.17,431.17,0.089,2.31
13,N9,Wind,98.53,314.64,0.116,8.68
0,N10,Wind,260.63,221.28,0.086,5.77
8,N2,Hydro,89.34,112.43,0.078,3.93
2,N1,Wind,109.99,133.35,0.116,6.64
23,N8,Wind,216.76,464.63,0.081,6.97
16,N4,Wind,59.7,174.71,0.11,8.13
5,N9,Wind,137.66,250.72,0.092,2.0
1,N8,Wind,110.31,183.29,0.075,8.45
20,N6,Hydro,119.92,176.61,0.06,8.93
13,N9,Hydro,110.34,131.41,0.054,7.98
17,N9,Hydro,187.67,426.72,0.078,8.34
4,N6,Wind,200.95,297.34,0.062,9.87
17,N7,Wind,145.87,160.89,0.1,4.27
17,N1,Solar,196.44,334.71,0.072,8.69
2,N3,Wind,116.24,279.45,0.092,7.31
17,N1,Hydro,245.99,257.92,0.066,3.2
5,N10,Solar,283.16,253.22,0.086,2.16
23,N4,Solar,101.3,294.83,0.094,6.22
4,N10,Wind,282.47,293.52,0.089,2.96
16,N8,Wind,250.66,198.79,0.114,9.29
1,N4,Hydro,285.83,308.09,0.067,8.23
19,N10,Wind,82.75,340.38,0.062,5.98
3,N3,Solar,88.71,173.17,0.068,5.46
13,N7,Solar,205.79,129.77,0.075,3.46
16,N2,Wind,193.49,354.96,0.093,7.91
9,N2,Solar,133.9,406.04,0.072,5.87
10,N5,Solar,212.03,107.34,0.083,6.95
6,N7,Wind,127.46,134.32,0.065,9.39
1,N9,Hydro,222.32,150.84,0.054,6.74
15,N1,Hydro,258.89,117.46,0.049,9.12
16,N9,Solar,52.29,180.56,0.098,6.91
20,N1,Solar,115.42,126.8,0.051,3.96
6,N3,Hydro,270.37,266.37,0.069,9.35
19,N4,Hydro,152.01,176.51,0.061,9.26
1,N8,Wind,251.09,126.33,0.102,6.58
7,N3,Wind,276.87,148.99,0.092,9.04
18,N6,Solar,152.51,292.8,0.054,4.23
11,N7,Hydro,131.13,478.05,0.051,5.69
1,N10,Solar,217.83,164.87,0.074,7.91
12,N6,Hydro,266.71,350.5,0.067,3.01
21,N4,Hydro,286.44,153.03,0.071,4.12
6,N5,Hydro,283.4,387.98,0.07,3.75
11,N2,Solar,160.76,347.13,0.088,2.83
21,N5,Wind,290.59,456.09,0.076,8.58
2,N6,Solar,179.58,284.72,0.066,6.65
15,N2,Solar,232.47,264.37,0.081,7.59
5,N6,Solar,227.78,120.79,0.093,5.67
10,N6,Solar,115.6,196.71,0.074,9.09
7,N6,Wind,144.59,399.89,0.066,5.81
20,N1,Hydro,297.92,408.18,0.048,6.01
10,N2,Wind,108.41,263.82,0.107,8.17
4,N7,Wind,107.03,468.89,0.096,5.04
2,N6,Hydro,175.48,342.03,0.062,5.89
11,N7,Hydro,176.23,170.56,0.073,6.33
21,N2,Hydro,82.77,406.46,0.077,9.58
21,N3,Wind,142.25,154.21,0.091,2.9
6,N5,Hydro,283.5,173.43,0.05,5.25
6,N2,Hydro,145.79,417.87,0.058,3.37
0,N10,Hydro,116.8,303.65,0.046,6.89
13,N5,Wind,191.44,385.88,0.116,9.3
0,N10,Solar,286.52,197.89,0.057,4.42
23,N3,Solar,273.77,488.82,0.093,2.88
10,N4,Wind,286.86,269.34,0.061,5.54
17,N2,Hydro,61.52,317.55,0.054,5.79
12,N8,Solar,203.29,447.52,0.083,5.47
10,N3,Hydro,254.86,462.23,0.045,6.26
7,N7,Hydro,121.13,118.82,0.067,8.9
14,N4,Hydro,90.73,424.97,0.074,9.31
2,N9,Wind,116.32,461.58,0.079,6.42
16,N10,Solar,62.63,117.55,0.086,5.56
20,N4,Wind,114.07,176.17,0.1,2.0
6,N4,Solar,251.47,131.7,0.06,5.09
7,N6,Hydro,171.21,242.0,0.053,9.71
4,N2,Hydro,210.39,109.37,0.057,9.0
9,N1,Hydro,125.36,137.82,0.07,6.85
0,N7,Hydro,192.58,121.43,0.046,6.98
1,N10,Wind,101.96,301.63,0.093,4.27
0,N3,Hydro,287.11,436.99,0.069,2.62
17,N2,Wind,76.53,297.11,0.07,9.83
18,N2,Wind,89.63,294.99,0.082,7.12
17,N9,Wind,82.26,272.13,0.076,9.1
0,N3,Hydro,60.15,465.49,0.073,4.38
23,N7,Hydro,247.32,112.49,0.079,6.21
10,N9,Wind,125.82,245.03,0.064,9.91
17,N6,Solar,59.82,361.96,0.072,9.59
7,N9,Hydro,111.5,312.83,0.059,7.62
5,N10,Wind,67.0,177.52,0.073,7.91
17,N9,Wind,97.28,329.4,0.073,8.89
17,N9,Wind,285.55,307.4,0.081,3.87
23,N1,Solar,62.45,207.4,0.083,6.27
15,N3,Hydro,286.01,258.51,0.068,5.91
11,N9,Hydro,178.14,207.11,0.058,5.77
12,N5,Wind,226.66,476.26,0.08,2.34
0,N5,Wind,174.07,317.78,0.07,8.08
7,N9,Hydro,296.23,478.31,0.048,9.0
15,N10,Solar,226.12,281.54,0.077,8.8
7,N1,Solar,170.03,249.28,0.075,6.63
15,N6,Wind,97.27,460.36,0.1,7.07
9,N7,Hydro,74.87,341.67,0.045,2.63
14,N1,Solar,181.83,261.11,0.079,2.71
0,N3,Solar,157.75,169.91,0.099,6.49
12,N2,Hydro,221.86,230.17,0.044,9.81
0,N7,Solar,121.56,269.52,0.082,2.2
10,N3,Wind,252.56,314.63,0.077,2.49
1,N1,Wind,90.62,458.01,0.101,4.0
16,N9,Solar,66.4,376.25,0.079,5.24
9,N3,Solar,140.9,186.73,0.083,9.77
13,N9,Wind,93.93,338.85,0.085,5.57
6,N10,Solar,113.54,430.05,0.074,6.35
11,N10,Solar,126.19,172.72,0.054,7.71
5,N7,Hydro,99.06,376.03,0.056,5.33
8,N8,Wind,167.29,247.08,0.066,4.48
5,N2,Hydro,215.93,366.31,0.051,5.68
1,N2,Hydro,98.36,184.15,0.041,9.17
17,N10,Hydro,102.68,191.01,0.051,3.02
1,N7,Solar,209.82,130.06,0.057,7.16
22,N8,Solar,134.92,383.18,0.078,4.05
4,N9,Wind,212.71,146.51,0.092,5.5
3,N8,Solar,116.97,341.6,0.094,9.99
13,N5,Wind,201.94,261.88,0.074,4.06
12,N6,Wind,169.86,246.91,0.115,4.95
1,N10,Solar,143.36,253.41,0.092,7.21
0,N3,Hydro,203.54,233.66,0.073,2.31
7,N2,Wind,267.7,305.1,0.084,5.98
2,N4,Hydro,216.85,105.11,0.075,5.57
22,N3,Hydro,135.74,155.3,0.058,5.97
6,N8,Wind,150.91,371.46,0.085,9.69
9,N4,Hydro,199.82,422.99,0.044,5.18
18,N7,Solar,134.21,327.79,0.093,2.63
6,N10,Hydro,68.14,440.13,0.049,7.35
17,N2,Wind,185.72,433.16,0.068,3.04
23,N4,Wind,189.2,478.55,0.085,4.62
13,N3,Wind,201.67,472.18,0.11,9.96
3,N6,Solar,55.64,145.14,0.08,8.56
4,N5,Hydro,121.31,195.68,0.071,2.45
3,N5,Solar,142.35,302.32,0.078,7.83
17,N1,Wind,138.71,345.07,0.095,6.38
19,N5,Wind,210.12,203.78,0.065,2.95
1,N8,Hydro,106.15,300.08,0.074,7.61
14,N8,Solar,247.26,240.39,0.07,5.15
21,N5,Wind,97.97,124.49,0.095,9.91
10,N9,Wind,91.71,118.67,0.107,4.02
2,N9,Wind,257.41,381.57,0.117,5.27
22,N6,Solar,215.49,285.94,0.082,5.6
8,N7,Wind,97.16,303.16,0.092,8.48
5,N6,Hydro,233.88,365.52,0.045,7.76
19,N2,Hydro,175.08,457.64,0.077,2.44
8,N8,Hydro,255.16,115.08,0.055,6.34
11,N7,Solar,87.03,398.53,0.05,3.35
16,N10,Hydro,195.2,385.76,0.077,7.64
11,N7,Hydro,217.94,257.74,0.04,2.96
18,N9,Wind,183.64,370.05,0.085,7.85
3,N8,Solar,180.47,129.67,0.06,8.72
19,N3,Hydro,231.23,457.9,0.045,9.92
14,N3,Solar,102.35,104.71,0.1,4.25
12,N5,Hydro,217.0,170.67,0.063,9.23
18,N1,Solar,130.05,368.1,0.059,7.0
19,N10,Wind,134.11,184.48,0.079,3.43
10,N7,Hydro,275.48,258.87,0.05,5.59
5,N10,Solar,130.13,397.77,0.099,5.5
22,N9,Solar,265.26,326.35,0.058,7.52
1,N3,Hydro,178.36,360.24,0.076,5.52
13,N9,Solar,275.29,400.27,0.074,6.83
16,N9,Solar,131.4,493.44,0.083,2.35
18,N7,Solar,131.66,349.33,0.053,2.19
3,N3,Wind,162.51,233.08,0.086,4.1
3,N5,Wind,91.18,375.66,0.091,3.6
2,N5,Solar,129.9,336.72,0.054,3.18
5,N10,Wind,68.31,424.93,0.105,8.03
13,N9,Wind,229.08,367.75,0.089,7.14
7,N4,Wind,59.59,348.59,0.107,6.0
13,N10,Solar,139.38,210.97,0.082,7.54
3,N8,Hydro,267.74,236.93,0.071,6.49
21,N2,Hydro,270.71,311.12,0.061,6.62
7,N7,Wind,237.33,485.88,0.064,2.43
3,N8,Solar,284.39,311.95,0.081,5.86
6,N7,Hydro,73.41,407.24,0.07,4.49
15,N9,Hydro,126.56,435.14,0.043,9.05
17,N3,Wind,114.17,337.19,0.116,7.42
4,N8,Wind,153.61,375.81,0.081,4.22
3,N7,Solar,299.17,400.32,0.082,4.84
23,N5,Solar,62.29,112.42,0.078,8.1
18,N4,Hydro,184.34,436.31,0.041,4.93
20,N6,Solar,109.27,278.91,0.054,9.63
11,N2,Wind,105.81,468.92,0.086,9.88
10,N5,Hydro,188.51,472.33,0.04,7.99
1,N10,Solar,275.76,155.89,0.055,5.4
2,N7,Solar,283.42,316.95,0.076,3.13
5,N4,Hydro,50.2,424.06,0.044,7.07
16,N2,Solar,278.65,183.46,0.083,2.63
1,N5,Wind,200.94,165.57,0.104,4.41
11,N4,Solar,165.85,339.77,0.059,7.93
18,N4,Solar,125.66,364.95,0.058,7.5
20,N2,Wind,82.05,270.14,0.075,7.99
14,N9,Hydro,115.51,452.69,0.076,3.57
16,N3,Wind,203.46,135.09,0.083,7.71
16,N4,Solar,214.86,349.88,0.064,5.02
7,N6,Hydro,75.74,387.61,0.06,7.67
16,N10,Hydro,112.24,229.78,0.053,2.21
18,N5,Wind,135.26,421.32,0.114,6.15
4,N5,Solar,163.88,112.33,0.094,2.1
8,N3,Solar,286.19,295.69,0.067,9.39
5,N6,Wind,56.1,332.57,0.093,3.75
14,N5,Hydro,157.22,360.91,0.069,2.01
11,N3,Solar,284.21,165.81,0.062,4.11
18,N5,Wind,59.46,149.22,0.119,4.52
13,N6,Wind,78.83,142.8,0.103,8.84
5,N10,Hydro,114.24,108.36,0.049,2.45
20,N4,Hydro,75.85,272.6,0.049,6.13
7,N8,Solar,113.37,476.21,0.095,6.53
2,N1,Wind,138.61,252.46,0.085,7.82
2,N5,Hydro,162.91,442.69,0.078,4.69
20,N2,Solar,190.17,138.02,0.06,5.31
3,N1,Wind,101.55,450.62,0.069,5.65
5,N2,Hydro,201.42,376.75,0.055,8.95
4,N9,Hydro,192.08,275.8,0.043,5.72
3,N1,Solar,255.18,345.82,0.092,5.95
16,N1,Wind,79.62,105.46,0.078,7.58
9,N6,Solar,247.56,218.3,0.075,5.37
14,N9,Solar,152.63,192.54,0.057,3.57
16,N8,Hydro,63.83,179.25,0.04,7.02
10,N8,Solar,129.09,489.26,0.06,4.77
14,N5,Solar,139.46,103.38,0.092,2.26
1,N6,Wind,285.04,456.83,0.092,6.35
11,N7,Solar,213.44,254.82,0.082,2.36
2,N6,Solar,63.51,282.89,0.077,9.1
17,N4,Solar,76.17,429.06,0.061,5.15
17,N6,Hydro,129.15,260.06,0.046,6.03
3,N5,Hydro,250.41,276.61,0.06,8.79
11,N2,Hydro,226.51,296.18,0.05,9.08
15,N7,Hydro,194.26,188.46,0.051,8.43
0,N10,Wind,61.04,496.84,0.068,8.37
23,N6,Wind,148.69,296.89,0.113,5.3
20,N5,Solar,184.37,119.72,0.05,3.96
22,N9,Wind,220.15,148.51,0.067,5.29
6,N9,Hydro,211.96,384.83,0.047,2.64
18,N8,Hydro,285.1,204.27,0.074,8.91
23,N1,Solar,243.13,167.53,0.091,8.15
21,N8,Wind,199.18,234.88,0.076,2.98
11,N8,Wind,177.44,334.1,0.082,5.8
6,N6,Wind,140.88,356.4,0.114,3.31
22,N8,Wind,145.35,156.35,0.097,7.83
1,N5,Solar,282.98,211.55,0.098,2.51
20,N2,Solar,200.75,122.85,0.095,6.24
3,N1,Wind,217.34,432.63,0.069,2.31
21,N1,Wind,269.72,225.97,0.068,5.75
22,N3,Solar,199.58,112.39,0.064,2.26
12,N6,Hydro,155.08,458.04,0.079,7.1
19,N8,Wind,90.41,462.34,0.091,3.23
20,N10,Solar,280.43,402.99,0.087,7.67
13,N8,Hydro,100.08,184.4,0.068,3.76
16,N5,Solar,159.67,412.8,0.089,5.63
4,N4,Hydro,248.05,435.45,0.066,3.83
3,N4,Solar,118.5,225.94,0.056,4.19
4,N8,Hydro,102.38,282.13,0.076,2.84
20,N2,Hydro,230.07,374.91,0.044,9.38
14,N1,Hydro,192.12,245.49,0.07,4.06
6,N6,Hydro,223.38,115.88,0.074,5.59
2,N1,Solar,209.17,188.5,0.084,8.18
17,N6,Solar,168.3,347.09,0.073,9.15
0,N6,Hydro,174.47,436.72,0.072,5.28
1,N10,Wind,107.52,262.43,0.11,3.82
18,N7,Solar,181.11,422.44,0.068,7.14
6,N8,Hydro,111.41,143.71,0.072,2.79
2,N5,Solar,117.85,442.04,0.067,9.78
23,N2,Wind,294.93,207.31,0.062,7.64
15,N8,Solar,162.75,140.3,0.085,2.25
12,N8,Solar,267.55,155.46,0.056,3.41
4,N1,Hydro,290.07,377.27,0.072,5.18
7,N2,Wind,134.08,193.79,0.089,6.41
23,N2,Hydro,207.94,202.85,0.078,3.36
5,N10,Hydro,291.41,105.94,0.059,4.67
11,N5,Hydro,162.28,328.27,0.057,5.32
4,N6,Wind,233.18,374.35,0.11,4.0
6,N6,Solar,202.38,334.08,0.068,5.89
11,N10,Solar,128.45,156.74,0.061,2.84
14,N9,Hydro,220.77,364.29,0.078,7.84
5,N7,Hydro,63.01,453.7,0.075,5.55
11,N4,Solar,196.47,490.43,0.077,9.24
1,N6,Wind,70.76,176.42,0.086,6.68
23,N7,Solar,254.06,495.3,0.069,2.38
9,N3,Wind,250.29,341.75,0.072,5.96
4,N5,Hydro,235.58,408.16,0.06,4.44
7,N2,Solar,293.44,365.35,0.07,4.24
22,N4,Solar,232.78,196.87,0.059,6.24
14,N6,Wind,122.5,351.56,0.067,7.24
23,N6,Wind,120.82,100.1,0.068,9.47
21,N4,Hydro,266.84,193.44,0.071,6.87
21,N2,Hydro,292.73,249.44,0.067,2.51
12,N8,Hydro,149.06,485.53,0.062,4.3
16,N5,Solar,80.07,381.41,0.082,4.99
2,N5,Wind,287.74,108.88,0.078,9.37
7,N3,Hydro,130.23,200.9,0.061,8.59
15,N7,Solar,75.79,477.21,0.09,3.45
22,N5,Solar,228.0,253.98,0.07,8.27
1,N1,Wind,290.7,150.66,0.085,5.85
11,N6,Wind,144.08,245.28,0.063,7.48
1,N4,Wind,159.05,177.92,0.109,8.42
19,N6,Hydro,171.6,219.38,0.066,4.31
0,N1,Hydro,109.0,392.21,0.042,2.76
7,N2,Hydro,51.7,161.18,0.043,9.97
13,N10,Hydro,122.2,159.71,0.05,9.49
15,N1,Hydro,180.04,245.93,0.075,5.16
5,N8,Wind,133.75,182.91,0.083,4.53
14,N5,Wind,219.33,215.83,0.095,2.53
8,N7,Wind,97.82,262.96,0.116,5.02
13,N10,Wind,216.02,202.03,0.068,2.47
7,N2,Solar,126.35,163.06,0.059,8.09
14,N7,Hydro,53.96,323.12,0.055,6.05
9,N8,Solar,190.71,225.35,0.065,7.87
1,N4,Hydro,267.82,177.03,0.044,9.18
20,N9,Solar,137.47,320.53,0.068,3.01
2,N7,Solar,197.33,310.06,0.06,5.61
16,N10,Wind,249.24,336.17,0.066,6.38
22,N2,Wind,225.68,417.08,0.098,3.22
10,N9,Wind,227.54,370.94,0.061,5.29
9,N3,Solar,133.24,367.76,0.061,6.73
23,N3,Wind,278.3,419.12,0.115,9.83
3,N3,Wind,52.67,349.1,0.085,8.88
16,N3,Wind,112.95,492.41,0.097,8.35
6,N10,Hydro,71.4,173.38,0.07,2.18
23,N7,Wind,254.22,105.58,0.099,4.92
21,N2,Wind,202.87,378.41,0.081,2.86
22,N8,Solar,67.41,335.57,0.076,7.94
9,N4,Solar,177.43,268.98,0.07,2.21
19,N6,Hydro,133.89,490.41,0.075,4.64
2,N2,Hydro,196.95,438.92,0.058,2.14
12,N6,Wind,68.63,304.16,0.118,7.55
20,N6,Solar,67.73,175.74,0.089,8.73
13,N2,Wind,204.42,357.77,0.062,8.63
14,N2,Solar,247.07,203.61,0.085,3.72
15,N7,Hydro,60.08,180.45,0.047,4.7
2,N1,Solar,154.61,303.42,0.074,4.17
4,N3,Solar,57.29,342.04,0.07,4.39
10,N5,Wind,266.74,398.7,0.111,5.96
4,N9,Wind,82.73,378.49,0.072,5.53
19,N3,Wind,66.25,430.12,0.068,9.22
1,N7,Solar,266.06,285.83,0.087,6.96
16,N6,Solar,250.77,272.72,0.089,5.7
20,N5,Hydro,285.24,294.55,0.059,8.28
7,N7,Hydro,255.39,321.8,0.047,5.74
3,N7,Hydro,292.02,401.19,0.072,2.26
19,N1,Solar,166.96,358.65,0.092,2.39
8,N8,Wind,263.11,319.36,0.072,4.54
1,N4,Solar,120.48,312.34,0.053,3.27
6,N5,Wind,253.17,153.04,0.074,5.63
4,N2,Solar,179.28,405.44,0.072,8.32
11,N4,Hydro,204.59,145.24,0.046,5.5
16,N1,Hydro,149.22,397.42,0.063,5.11
23,N7,Hydro,92.69,190.73,0.063,5.39
0,N10,Hydro,178.73,168.27,0.067,8.82
16,N9,Hydro,114.48,296.61,0.079,4.67
22,N3,Wind,198.76,136.08,0.096,2.72
0,N4,Solar,289.81,386.27,0.089,7.63
12,N3,Wind,197.43,279.97,0.112,9.65
1,N5,Hydro,174.76,472.61,0.063,6.31
23,N10,Solar,163.62,183.72,0.05,3.93
3,N1,Solar,177.43,251.98,0.072,9.85
2,N2,Wind,137.57,280.87,0.068,2.38
20,N5,Solar,243.85,328.27,0.088,3.2
18,N8,Wind,192.96,201.46,0.074,2.09
14,N6,Wind,82.59,223.71,0.067,9.89
10,N8,Solar,127.16,152.13,0.06,6.7
16,N4,Hydro,66.01,444.97,0.078,3.97
9,N4,Wind,162.52,108.85,0.098,5.31
9,N5,Hydro,117.51,182.73,0.066,5.33
11,N10,Hydro,94.91,375.64,0.063,8.87
15,N10,Hydro,79.37,414.27,0.067,2.92
3,N4,Wind,223.71,276.62,0.117,3.13
23,N6,Hydro,210.71,252.79,0.078,4.64
15,N10,Wind,290.55,460.59,0.076,8.43
20,N10,Hydro,298.9,201.07,0.057,6.16
4,N3,Solar,123.73,106.11,0.061,4.26
19,N9,Wind,160.9,168.44,0.112,7.64
0,N7,Solar,71.3,360.04,0.083,9.65
6,N8,Wind,50.76,199.17,0.116,9.46
22,N4,Hydro,230.15,406.31,0.044,6.11
3,N4,Solar,107.9,172.49,0.091,3.08
1,N4,Hydro,167.16,475.43,0.047,9.82
13,N1,Wind,298.57,322.25,0.07,4.53
11,N9,Solar,156.12,223.73,0.064,9.78
13,N5,Wind,88.34,393.33,0.06,6.77
10,N9,Wind,278.99,215.17,0.071,7.21
18,N7,Hydro,228.15,375.21,0.053,4.02
0,N8,Hydro,288.98,469.32,0.058,8.77
8,N8,Hydro,163.08,269.76,0.046,5.41
1,N9,Wind,184.35,109.0,0.087,8.25
17,N8,Solar,220.01,354.06,0.095,2.14
1,N6,Wind,189.26,414.94,0.092,4.59
16,N1,Wind,84.06,455.03,0.088,9.02
17,N1,Solar,196.46,369.68,0.09,7.27
11,N9,Wind,149.51,305.45,0.108,4.99
1,N9,Hydro,147.03,138.28,0.077,2.73
10,N4,Hydro,212.05,265.28,0.056,7.44
6,N1,Hydro,66.77,337.48,0.071,8.63
9,N10,Solar,92.63,458.97,0.083,9.05
13,N2,Wind,171.32,316.81,0.115,9.2
14,N10,Solar,162.04,209.77,0.07,5.1
4,N3,Wind,121.72,207.43,0.112,2.56
18,N1,Wind,219.4,169.13,0.081,2.49
21,N7,Solar,117.49,407.37,0.094,3.77
9,N1,Hydro,165.89,288.13,0.075,8.1
18,N2,Hydro,178.27,368.3,0.074,2.08
16,N8,Solar,150.72,462.9,0.087,6.34
19,N9,Hydro,182.41,239.11,0.061,7.24
10,N5,Solar,154.59,385.66,0.093,3.24
11,N10,Hydro,162.89,263.21,0.067,4.0
0,N10,Hydro,210.06,451.0,0.057,9.29
3,N8,Hydro,298.29,142.44,0.049,9.6
6,N9,Hydro,289.58,139.08,0.041,3.29
22,N2,Hydro,299.0,172.0,0.06,8.79
11,N8,Solar,55.1,341.8,0.064,8.9
16,N2,Hydro,120.87,374.7,0.067,3.77
2,N6,Solar,58.7,263.7,0.064,8.47
4,N9,Solar,250.09,282.81,0.08,6.83
22,N2,Wind,256.79,270.0,0.077,4.12
2,N3,Hydro,184.05,279.66,0.058,2.73
23,N5,Wind,229.65,185.49,0.072,5.3
20,N6,Wind,106.94,333.54,0.082,5.59
15,N6,Wind,184.29,181.41,0.069,9.04
11,N7,Hydro,158.43,264.84,0.041,5.98
13,N4,Hydro,188.54,323.54,0.068,3.42
8,N5,Hydro,113.06,424.29,0.078,3.09
9,N2,Wind,174.41,185.67,0.064,4.6
8,N5,Solar,85.92,383.97,0.077,3.15
7,N10,Hydro,52.31,423.26,0.047,6.85
15,N8,Wind,134.23,334.19,0.079,2.7
16,N7,Hydro,105.74,175.22,0.057,7.27
11,N4,Solar,115.95,104.83,0.076,6.85
16,N5,Hydro,290.72,335.79,0.059,6.59
13,N10,Wind,281.98,431.35,0.079,3.9
14,N6,Hydro,115.66,301.77,0.07,6.03
17,N10,Solar,66.95,389.43,0.09,4.32
0,N2,Hydro,216.03,270.64,0.076,8.76
22,N9,Wind,181.36,376.6,0.113,5.97
13,N3,Hydro,128.31,401.47,0.049,5.11
4,N7,Wind,266.43,389.77,0.084,3.72
8,N7,Wind,138.99,213.64,0.071,7.95
9,N1,Hydro,113.02,281.67,0.055,9.86
20,N7,Wind,147.77,131.99,0.065,6.73
15,N10,Wind,199.84,267.5,0.086,2.43
18,N9,Wind,179.14,301.9,0.069,2.83
23,N9,Hydro,80.89,140.41,0.064,3.57
10,N8,Solar,112.86,169.43,0.098,8.84
18,N7,Solar,107.62,231.03,0.06,5.94
21,N10,Wind,54.9,368.55,0.091,9.19
21,N9,Solar,91.1,421.64,0.09,3.02
12,N2,Solar,149.64,168.06,0.063,4.11
23,N6,Solar,189.06,264.56,0.097,3.01
3,N9,Wind,293.42,192.26,0.106,4.71
3,N9,Wind,85.77,443.16,0.079,7.27
18,N10,Hydro,191.61,288.7,0.06,7.86
4,N1,Solar,71.94,367.27,0.095,2.46
